Function	Function2	Gene Name	kon_ESC_C57	koff_ESC_C57	freq_ESC_C57	Mean Expression_ESC_C57	Entropy_ESC_C57	kon_ESC_CAST	koff_ESC_CAST	freq_ESC_CAST	Mean Expression_ESC_CAST	Entropy_ESC_CAST	kon_MAF_C57	koff_MAF_C57	freq_MAF_C57	Mean Expression_MAF_C57	Entropy_MAF_C57	kon_MAF_CAST	koff_MAF_CAST	freq_MAF_CAST	Mean Expression_MAF_CAST	Entropy_MAF_CAST
mRNA Processing	mRNA Processing	Larp7	1.18613491	1.94165143	1.18613491	5.46	0.428254314	1.92888635	22.68984392	2.12177499	4.71	0.443165258	0.58984954	140.8375183	0.58984954	1.63	0.710199758	0.90081936	130.8585394	0.90081936	1.64	0.648928571
mRNA Processing	mRNA Processing	Leo1	1.67636691	7.89089271	1.67636691	3.72	0.460773238	1.02273505	4.60476442	1.02273505	3.39	0.537095883	0.68785736	262.4338297	0.68785736	1.77	0.672227444	0.35168671	1.20155192	0.35168671	1.63	0.690946785
mRNA Processing	mRNA Processing	Lgals3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Lmntd2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Lsm1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Lsm2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Lsm3	1.69010608	34.28582741	1.60560078	10.03	0.417736513	2.29507022	10.13149145	2.29507022	10.59	0.350273434	0.5860884	5.22694512	0.5860884	2.12	0.666029854	0.9184369	337.3732611	0.96435875	2.41	0.615511204
mRNA Processing	mRNA Processing	Lsm4	3.08624794	65.68638568	2.93193554	15.4	0.327274597	3.24660794	45.05723844	3.08427755	13.15	0.324519727	1.1169148	9.07881254	1.06106906	5.02	0.506272502	0.93550818	6.19588099	0.93550818	5.16	0.531093221
mRNA Processing	mRNA Processing	Lsm5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Lsm6	1.25049323	4.05716817	1.25049323	3.06	0.48766253	1.23884065	87.03817879	1.23884065	3.51	0.53078316	0.99775853	39.81488507	1.04764645	3.02	0.587706044	1.1091826	178.0487149	1.16464173	2.9	0.575604839
mRNA Processing	mRNA Processing	Lsm7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Lsm8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Lsm10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Lsm11	0.3183609	8.83964046	0.3183609	0.67	0.809883322	NA	NA	NA	NA	NA	0.31058721	165.409173	0.31058721	0.57	0.834382319	0.29679481	21.94051032	0.29679481	0.68	0.822005588
mRNA Processing	mRNA Processing	Luc7l	1.12998455	32.20112573	1.12998455	4.36	0.536345307	1.89423119	19.63939661	1.89423119	4.43	0.447799332	0.35549838	0.89721255	0.35549838	1.95	0.675334821	0.56897568	7.09489412	0.5405269	2.46	0.672548186
mRNA Processing	mRNA Processing	Luc7l2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Luc7l3	0.08533531	0.0902394	0.08533531	5.83	0.799747289	0.15755944	0.19026121	0.15755944	6.76	0.789196447	0.11228576	0.73023809	0.11228576	2.53	0.912039621	0.06994001	0.27683501	0.06994001	1.86	0.912301587
mRNA Processing	mRNA Processing	Magoh	0.68666487	0.71210435	0.68666487	4.92	0.454962977	0.87281563	1.36310738	0.87281563	4.29	0.475006733	0.46464269	1.34382095	0.46464269	1.83	0.646177315	1.14499631	75.3366125	1.20224612	2.03	0.595527634
mRNA Processing	mRNA Processing	Magohb	0.01820435	0.06590006	0.00091022	0.59	0.851851852	0.06823114	0.94193894	0.06823114	0.59	0.90505821	0.41434841	1.00971806	0.41434841	2.92	0.621694712	0.47566193	7.16832187	0.47566193	2.01	0.699077937
mRNA Processing	mRNA Processing	Malat1	2.92029164	6.12043466	2.92029164	137.65	0.247033062	4.39130168	196.532347	4.1717366	154.39	0.251204751	0.726103184	3.54936778	0.72610318	215.61	0.485633023	0.724574298	4.35484319	0.68834558	213.59	0.483058539
mRNA Processing	mRNA Processing	Mbnl1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Mbnl2	0.37364691	4.74806306	0.37364691	0.96	0.821054303	0.15969054	18.14737734	0.15969054	0.94	0.899419729	1.40265485	4.7411103	1.40265485	8.86	0.417816352	1.52038777	3.44706866	1.52038777	7.63	0.389795993
mRNA Processing	mRNA Processing	Mbnl3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Mettl3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Mettl14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Mettl16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Mfap1a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Mfap1b	0.28632187	1.17310068	0.28632187	0.56	0.784369885	0.49735422	27.72450083	0.47248651	0.92	0.741959426	0.08405945	0.31701895	0.00420297	0.5	0.839203042	0.38104197	3.849371	0.38104197	0.46	0.810982143
mRNA Processing	mRNA Processing	Mtpap	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Mtrex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Myod1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ncbp1	0.52137392	2.04791559	0.52137392	1.6	0.680307501	0.47828711	1.38467301	0.47828711	1.14	0.696482848	0.63681361	6.64574907	0.63681361	1.06	0.723298518	0.52979733	88.46693235	0.52979733	1.61	0.732704403
mRNA Processing	mRNA Processing	Ncbp2	0.65313184	2.03608932	0.65313184	2.56	0.599814986	0.90387233	2.12692174	0.90387233	2.51	0.54584824	0.99462918	170.6866046	0.99462918	3.29	0.577643557	0.8592542	53.56275167	0.8592542	2.83	0.596803746
mRNA Processing	mRNA Processing	Ncbp3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ncl	3.28058312	10.72805416	3.11655397	75.14	0.261814062	1.54478166	2.35799009	1.54478166	61.76	0.312242925	1.05226216	17.54082795	0.99964905	23.19	0.480365247	0.9537021	17.86756171	0.9537021	21.59	0.505966607
mRNA Processing	mRNA Processing	Nelfe	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Nol3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Nono	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Nova1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Nova2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Npm1	3.09330857	4.37194848	3.09330857	79.68	0.232013037	3.67789434	11.55063672	3.49399962	57.81	0.251327098	0.94417033	2.83740194	0.94417033	33.22	0.448199979	1.30163029	33.02992625	1.30163029	24.52	0.447655838
mRNA Processing	mRNA Processing	Nrde2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Nsrp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Nudt21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Nup98	0.08535366	0.18372894	0.08535366	1.73	0.836038605	0.35627273	1.32758867	0.35627273	1.47	0.813959523	0.13160311	1.2662405	0.13160311	0.41	0.909598214	0.20819179	15.60304213	0.20819179	0.34	0.915178571
mRNA Processing	mRNA Processing	Obi1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Pabpc1	3.68894856	5.13435694	3.68894856	39.39	0.224850238	5.67119673	22.41401222	5.67119673	39.37	0.223364013	1.40818954	194.911169	1.40818954	21.05	0.466943486	1.30500673	156.704709	1.30500673	20.98	0.471246242
mRNA Processing	mRNA Processing	Pabpc1l	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Pabpc2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Pabpn1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Paf1	1.0537244	72.79112297	1.0537244	2.61	0.571558836	0.50503271	2.43293302	0.50503271	1.53	0.668129743	0.71365131	120.0414078	0.71365131	1.79	0.667634502	0.50994252	2.31957666	0.50994252	1.18	0.691719188
mRNA Processing	mRNA Processing	Pan2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Pan3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Papola	1.54552654	5.70616217	1.54552654	5.37	0.423867706	2.56074493	34.28180518	2.81681942	4.96	0.399050315	1.28434186	8.65371112	1.28434186	3.67	0.515947107	1.66743665	112.9127876	1.66743665	3.72	0.504743653
mRNA Processing	mRNA Processing	Papolb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Papolg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Paxbp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Pcbp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Pcbp4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Pcf11	0.61301454	1.88015841	0.61301454	1.98	0.682288672	0.85259855	160.4393781	0.85259855	1.44	0.720252167	0.65592302	289.0394385	0.45914611	0.83	0.818652003	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Pdcd11	0.98981235	1.67396965	0.98981235	4.43	0.461578186	1.43448283	35.31911801	1.36275869	4.89	0.478816928	0.41078419	1.4139663	0.41078419	1.73	0.671122995	0.34647052	1.35251229	0.34647052	1.79	0.693920287
mRNA Processing	mRNA Processing	Pde12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Phf5a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Phrf1	2.80001367	315.2360469	2.80001367	3.04	0.439703782	1.58015079	723.1371229	1.65915833	2.58	0.521276596	0.83348926	59.29935434	0.83348926	1.54	0.646975978	0.37174119	0.84076796	0.37174119	1.49	0.658161315
mRNA Processing	mRNA Processing	Plcb1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Plrg1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Pnn	1.54831601	2.03078091	1.54831601	8.15	0.355502233	2.48483955	25.93782401	2.48483955	7.86	0.366582213	0.72068342	4.02102769	0.72068342	4.03	0.576209184	0.844358584	555.520453	0.84435858	3.44	0.601659875
mRNA Processing	mRNA Processing	Pnpt1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Polr2d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ppie	2.19226148	42.48523945	2.19226148	2.58	0.489047491	2.43973415	2.47754628	0.12198671	1.78	0.473015049	0.57465839	2.28381424	0.57465839	1.23	0.667757937	0.99893255	214.5217227	1.04887917	1.45	0.635491776
mRNA Processing	mRNA Processing	Ppil1	1.20903641	2.62652257	1.20903641	11.89	0.410367088	1.58510792	3.3134991	1.58510792	10.71	0.368055556	0.5896625	5.25145667	0.5896625	3.34	0.620451369	0.45266761	17.07603081	0.45266761	3.14	0.681257675
mRNA Processing	mRNA Processing	Ppil3	0.13523857	0.21966697	0.13523857	1.28	0.698160837	0.27047777	1.18789194	0.27047777	1.09	0.747659574	0.50716219	10.63400104	0.48180408	2.2	0.688778236	0.33866728	0.60133448	0.33866728	2.38	0.624938363
mRNA Processing	mRNA Processing	Ppp1r8	1.28392938	6.07789127	1.28392938	2.53	0.528125285	0.52223518	0.96928123	0.52223518	2.69	0.574080455	0.75702932	118.9329765	0.75702932	1.66	0.672691951	0.47487757	2.40279589	0.47487757	1.18	0.706107143
mRNA Processing	mRNA Processing	Ppp4r2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ppwd1	0.28804343	4.92307129	0.28804343	0.72	0.839285714	0.4400669	51.39018037	0.4400669	1.59	0.777282086	0.07057051	0.70852655	0.07057051	0.32	0.914469955	0.12985082	0.83267221	0.12985082	0.62	0.856220484
mRNA Processing	mRNA Processing	Pqbp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Prdx6	0.73794926	1.31159725	0.73794926	9.95	0.489975923	0.83593908	2.00475645	0.83593908	11.58	0.476494828	1.18110042	10.21030884	1.18110042	20.38	0.464887035	0.95477937	20.83165405	0.85930143	15.98	0.509665139
mRNA Processing	mRNA Processing	Prdx6b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Prkaca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Prkrip1	0.21751847	0.45702817	0.21751847	1.32	0.727272727	0.14411163	0.51089481	0.14411163	1.43	0.786071876	0.3038141	1.80436304	0.3038141	1.6	0.752891959	0.31039231	2.69593549	0.31039231	1.76	0.753979592
mRNA Processing	mRNA Processing	Prmt5	2.40482872	8.20171846	2.40482872	7.26	0.370197006	1.24444356	1.2396	1.24444356	7.5	0.376779428	0.851011744	340.393174	0.85101174	3	0.604345789	0.81874205	86.31468505	0.81874205	2.9	0.608837177
mRNA Processing	mRNA Processing	Prmt7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Prmt9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Prpf3	0.71296138	38.50417351	0.64166524	2.86	0.644032922	0.90792068	1.6401099	0.90792068	3.16	0.542711972	0.264562546	102.375978	0.31747506	1.2	0.823893923	0.25202754	3.27407323	0.25202754	0.95	0.827040104
mRNA Processing	mRNA Processing	Prpf4	3.05565006	21.62162098	3.05565006	2.87	0.433779584	1.74626387	152.1964574	1.74626387	2.09	0.531914894	0.78186272	121.7209965	0.78186272	0.97	0.698193522	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Prpf4b	0.1582569	0.19525408	0.1582569	3.2	0.784840426	0.21393983	0.76489233	0.21393983	2.66	0.841695776	0.13298428	0.54116582	0.13298428	1.76	0.845107958	0.18256528	1.08452272	0.18256528	1.69	0.845955882
mRNA Processing	mRNA Processing	Prpf6	0.23511121	0.42818324	0.23511121	5.22	0.682847454	0.23301835	0.18881355	0.23301835	5.95	0.607358969	0.19360976	0.70391299	0.19360976	2.84	0.780805424	0.14597105	0.27964105	0.14597105	3.45	0.745842538
mRNA Processing	mRNA Processing	Prpf8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Prpf18	0.72956402	2.55315066	0.72956402	1.96	0.594458733	NA	NA	NA	NA	NA	0.50649413	1.025566	0.50649413	1.07	0.65715799	0.78717997	1.82573056	0.78717997	1.19	0.619960768
mRNA Processing	mRNA Processing	Prpf19	1.0417729	1.27386874	1.0417729	4.67	0.436615537	1.3447269	1.90745771	1.3447269	4.25	0.427844588	0.61519076	7.82588244	0.61519076	2.33	0.656575992	0.47756699	1.74563013	0.47756699	2.16	0.655038684
mRNA Processing	mRNA Processing	Prpf31	2.31403315	67.32070629	2.31403315	4.57	0.420732311	1.23158106	3.23218942	1.23158106	3.89	0.460062783	0.67565159	2.71818984	0.67565159	2.23	0.60324229	0.99512008	179.5893415	0.99512008	2.55	0.583820539
mRNA Processing	mRNA Processing	Prpf38a	0.72536188	2.96574445	0.72536188	1.68	0.622587009	NA	NA	NA	NA	NA	0.55043487	60.03565721	0.57795661	1.26	0.736090044	0.85463341	52.90157018	0.85463341	1.28	0.683238636
mRNA Processing	mRNA Processing	Prpf38b	0.48924106	1.14081693	0.48924106	4.03	0.571716312	1.31244293	1.66615858	1.31244293	7.69	0.380571734	0.73716877	11.98690652	0.73716877	1.83	0.650965743	0.76435398	11.39689379	0.76435398	2.91	0.606060823
mRNA Processing	mRNA Processing	Prpf39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Prpf40a	1.23305436	2.38476206	1.23305436	12.86	0.398503683	1.56551453	3.91361262	1.56551453	9.72	0.382743882	0.58063578	2.06065705	0.58063578	6.42	0.61996337	0.54100687	1.86470154	0.54100687	6.89	0.628266723
mRNA Processing	mRNA Processing	Prpf40b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Psip1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ptbp1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ptbp2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ptbp3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ptcd2	0.714962	3.54618339	0.714962	2.31	0.598048828	1.13349181	4.38287715	1.13349181	1.31	0.590468777	0.46761591	103.7768958	0.46761591	1.2	0.742547943	0.24198784	1.34364038	0.24198784	0.94	0.782227257
mRNA Processing	mRNA Processing	Puf60	0.93757443	1.12539946	0.93757443	6.79	0.416271722	0.57524237	0.63434472	0.57524237	7.22	0.45322301	0.64959343	3.03141105	0.64959343	6.56	0.610014286	0.56373908	1.68436882	0.56373908	6.38	0.597031502
mRNA Processing	mRNA Processing	Qk	1.81913519	19.18538091	1.81913519	4.03	0.47736028	0.20261486	1.21576545	0.20261486	1.53	0.781914894	0.67400947	181.4449114	0.67400947	2.23	0.731532459	0.273632415	119.823217	0.27363242	1.63	0.85264538
mRNA Processing	mRNA Processing	Raly	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Ramac	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Raver1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Raver2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbbp6	1.10741981	1.66685419	1.10741981	4.75	0.445323531	1.0117394	2.20935852	1.0117394	4.83	0.474420273	0.27975316	1.08342668	0.27975316	2.13	0.72082452	0.71181561	84.5982961	0.71181561	2.3	0.662227603
mRNA Processing	mRNA Processing	Rbfox1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbfox2	0.25595944	1.96848406	0.25595944	1.2	0.834121355	0.00226173	0.00399641	0.00056543	0.61	0.839387649	0.41402123	17.05221357	0.37261911	3.25	0.728889986	0.66120036	3.79827424	0.66120036	4.2	0.651187767
mRNA Processing	mRNA Processing	Rbfox3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbm3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbm4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbm4b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbm5	0.90613862	68.32696976	0.90613862	3.24	0.575727884	2.09605297	87.14658535	2.09605297	3.34	0.460157203	0.90684384	3.69970429	0.90684384	3.07	0.55255898	0.99922775	176.3452	1.04918914	3.37	0.573356188
mRNA Processing	mRNA Processing	Rbm6	0.68901555	12.21980757	0.65456477	1.43	0.720696325	1.28926496	9.22227577	1.28926496	1.25	0.671985816	0.48595198	26.50916975	0.51024958	0.91	0.797159091	0.49662815	101.7265136	0.52145956	1.07	0.783482143
mRNA Processing	mRNA Processing	Rbm7	0.14248527	0.1446648	0.14248527	2.13	0.650516717	0.48811566	0.93929663	0.48811566	2.52	0.628481858	0.68370631	47.47953543	0.68370631	3.32	0.640066964	0.59721649	1.23575755	0.59721649	3.5	0.567602041
mRNA Processing	mRNA Processing	Rbm8a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbm8a2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbm10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbm11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbm14	0.39648865	0.78192805	0.39648865	1.49	0.729337152	0.622048	3.66198057	0.622048	1.37	0.744015957	0.2883392	1.42274945	0.2883392	1.26	0.832127893	0.25507399	0.77455344	0.25507399	1.97	0.804835509
mRNA Processing	mRNA Processing	Rbm15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbm15b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbm17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbm19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbm20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbm22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbm24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbm25	1.91592507	4.69303642	1.91592507	25.96	0.320779243	2.65833526	6.08223512	2.65833526	34.12	0.286869149	0.73011525	1.87940548	0.73011525	8.44	0.503273164	0.72606959	2.11173461	0.72606959	9.52	0.507254732
mRNA Processing	mRNA Processing	Rbm26	0.10680689	0.20215005	0.10680689	1.97	0.80070922	0.17928485	0.18131448	0.17928485	2.59	0.725020199	0.13487119	0.62077039	5.55112E-17	0.41	0.895833333	0.08497194	0.73098006	0.08497194	0.44	0.922014509
mRNA Processing	mRNA Processing	Rbm27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mRNA Processing	mRNA Processing	Rbm28	1.11470152	32.06610216	1.1704366	2.79	0.563746999	0.70983834	1.59835988	0.70983834	2.57	0.559141724	0.61909241	995.943534	0.61909241	1.75	0.676080827	0.41566276	6.82629977	0.39487962	1.38	0.726791627
